symbol,entry_time,signal_time,confirm_time,bars_ahead,entry_price,exit_time,exit_price,result,pnl_pct_gross,pnl_pct,fib_score
ZECUSDT,2021-11-16 11:00:00,2021-11-16 10:00:00,2021-11-16 11:00:00,1,172.7,2021-11-16 12:00:00,169.24599999999998,stop_loss,-2.0,-2.3,0.34
LINKUSDT,2021-11-16 11:00:00,2021-11-16 10:00:00,2021-11-16 11:00:00,1,30.01,2021-11-16 12:00:00,29.4098,stop_loss,-2.0,-2.3,0.33
XRPUSDT,2021-11-17 10:00:00,2021-11-17 03:00:00,2021-11-17 10:00:00,7,1.1031,2021-11-17 15:00:00,1.081038,stop_loss,-2.0,-2.3,0.33
BNBUSDT,2021-11-18 18:00:00,2021-11-18 17:00:00,2021-11-18 18:00:00,1,537.9,2021-11-18 22:00:00,527.1419999999999,stop_loss,-2.0,-2.3,0.33
DOGEUSDT,2021-11-19 08:00:00,2021-11-19 02:00:00,2021-11-19 08:00:00,6,0.2262,2021-11-19 13:00:00,0.23323280000000002,take_profit,3.11,2.81,0.33
ZECUSDT,2021-11-22 14:00:00,2021-11-22 13:00:00,2021-11-22 14:00:00,1,208.5,2021-11-22 18:00:00,204.32999999999998,stop_loss,-2.0,-2.3,0.34
NEARUSDT,2021-11-26 13:00:00,2021-11-26 12:00:00,2021-11-26 13:00:00,1,8.377,2021-11-26 23:00:00,8.20946,stop_loss,-2.0,-2.3,0.33
AAVEUSDT,2021-11-26 13:00:00,2021-11-26 12:00:00,2021-11-26 13:00:00,1,235.1,2021-11-27 21:00:00,230.398,stop_loss,-2.0,-2.3,0.33
XRPUSDT,2021-11-28 03:00:00,2021-11-28 02:00:00,2021-11-28 03:00:00,1,0.9094,2021-11-28 18:00:00,0.891212,stop_loss,-2.0,-2.3,0.33
UNIUSDT,2021-11-28 19:00:00,2021-11-28 18:00:00,2021-11-28 19:00:00,1,19.44,2021-11-29 17:00:00,20.35332,take_profit,4.7,4.4,0.33
DOGEUSDT,2021-11-28 19:00:00,2021-11-28 18:00:00,2021-11-28 19:00:00,1,0.198,2021-11-29 00:00:00,0.2084076,take_profit,5.26,4.96,0.33
BTCUSDT,2021-12-04 06:00:00,2021-12-04 05:00:00,2021-12-04 06:00:00,1,47482.79,2021-12-04 11:00:00,46533.1342,stop_loss,-2.0,-2.3,0.33
BNBUSDT,2021-12-04 06:00:00,2021-12-04 05:00:00,2021-12-04 06:00:00,1,535.9,2021-12-04 11:00:00,525.182,stop_loss,-2.0,-2.3,0.34
DOGEUSDT,2021-12-04 06:00:00,2021-12-04 05:00:00,2021-12-04 06:00:00,1,0.1608,2021-12-04 07:00:00,0.157584,stop_loss,-2.0,-2.3,0.33
LINKUSDT,2021-12-04 06:00:00,2021-12-04 05:00:00,2021-12-04 06:00:00,1,18.85,2021-12-04 07:00:00,18.473000000000003,stop_loss,-2.0,-2.3,0.67
SOLUSDT,2021-12-04 08:00:00,2021-12-04 07:00:00,2021-12-04 08:00:00,1,191.79,2021-12-04 11:00:00,187.9542,stop_loss,-2.0,-2.3,0.33
ADAUSDT,2021-12-04 12:00:00,2021-12-04 11:00:00,2021-12-04 12:00:00,1,1.358,2021-12-05 15:00:00,1.33084,stop_loss,-2.0,-2.3,0.33
UNIUSDT,2021-12-06 08:00:00,2021-12-06 07:00:00,2021-12-06 08:00:00,1,15.9,2021-12-06 09:00:00,15.582,stop_loss,-2.0,-2.3,0.33
NEARUSDT,2021-12-13 21:00:00,2021-12-13 20:00:00,2021-12-13 21:00:00,1,9.228,2021-12-14 00:00:00,9.04344,stop_loss,-2.0,-2.3,0.33
ZECUSDT,2021-12-14 20:00:00,2021-12-14 18:00:00,2021-12-14 20:00:00,2,149.2,2021-12-15 15:00:00,146.21599999999998,stop_loss,-2.0,-2.3,0.33
UNIUSDT,2021-12-14 20:00:00,2021-12-14 18:00:00,2021-12-14 20:00:00,2,14.9,2021-12-15 13:00:00,14.602,stop_loss,-2.0,-2.3,0.33
ADAUSDT,2021-12-14 20:00:00,2021-12-14 18:00:00,2021-12-14 20:00:00,2,1.257,2021-12-15 12:00:00,1.23186,stop_loss,-2.0,-2.3,0.33
DOGEUSDT,2021-12-30 06:00:00,2021-12-30 00:00:00,2021-12-30 06:00:00,6,0.1712,2021-12-31 19:00:00,0.16777599999999998,stop_loss,-2.0,-2.3,0.33
XRPUSDT,2021-12-30 07:00:00,2021-12-30 00:00:00,2021-12-30 07:00:00,7,0.8321,2021-12-31 19:00:00,0.8154579999999999,stop_loss,-2.0,-2.3,0.33
AAVEUSDT,2022-01-05 23:00:00,2022-01-05 22:00:00,2022-01-05 23:00:00,1,230.3,2022-01-06 02:00:00,225.69400000000002,stop_loss,-2.0,-2.3,1.0
ADAUSDT,2022-01-06 13:00:00,2022-01-06 12:00:00,2022-01-06 13:00:00,1,1.232,2022-01-06 20:00:00,1.28038,take_profit,3.93,3.63,1.0
XRPUSDT,2022-01-06 16:00:00,2022-01-06 09:00:00,2022-01-06 16:00:00,7,0.7657,2022-01-07 03:00:00,0.750386,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-01-06 17:00:00,2022-01-06 10:00:00,2022-01-06 17:00:00,7,152.2,2022-01-07 00:00:00,149.15599999999998,stop_loss,-2.0,-2.3,0.34
UNIUSDT,2022-01-07 08:00:00,2022-01-07 07:00:00,2022-01-07 08:00:00,1,16.05,2022-01-07 13:00:00,15.729000000000001,stop_loss,-2.0,-2.3,0.66
BTCUSDT,2022-01-07 16:00:00,2022-01-07 15:00:00,2022-01-07 16:00:00,1,42135.26,2022-01-08 16:00:00,41292.5548,stop_loss,-2.0,-2.3,0.33
ETHUSDT,2022-01-07 16:00:00,2022-01-07 15:00:00,2022-01-07 16:00:00,1,3213.41,2022-01-07 19:00:00,3149.1418,stop_loss,-2.0,-2.3,0.34
NEARUSDT,2022-01-09 16:00:00,2022-01-09 10:00:00,2022-01-09 16:00:00,6,13.77,2022-01-09 23:00:00,13.4946,stop_loss,-2.0,-2.3,0.34
ADAUSDT,2022-01-10 21:00:00,2022-01-10 17:00:00,2022-01-10 21:00:00,4,1.136,2022-01-11 03:00:00,1.168804,take_profit,2.89,2.59,0.33
DOGEUSDT,2022-01-18 00:00:00,2022-01-17 21:00:00,2022-01-18 00:00:00,3,0.1725,2022-01-18 02:00:00,0.16904999999999998,stop_loss,-2.0,-2.3,0.66
ZECUSDT,2022-01-20 13:00:00,2022-01-20 00:00:00,2022-01-20 13:00:00,13,130.1,2022-01-20 21:00:00,127.49799999999999,stop_loss,-2.0,-2.3,0.33
DOGEUSDT,2022-01-21 13:00:00,2022-01-21 12:00:00,2022-01-21 13:00:00,1,0.1518,2022-01-21 20:00:00,0.14876399999999998,stop_loss,-2.0,-2.3,0.33
AAVEUSDT,2022-01-21 13:00:00,2022-01-21 12:00:00,2022-01-21 13:00:00,1,185.6,2022-01-21 20:00:00,181.888,stop_loss,-2.0,-2.3,0.33
XRPUSDT,2022-01-21 22:00:00,2022-01-21 21:00:00,2022-01-21 22:00:00,1,0.6336,2022-01-21 23:00:00,0.620928,stop_loss,-2.0,-2.3,1.0
ETHUSDT,2022-01-22 00:00:00,2022-01-21 23:00:00,2022-01-22 00:00:00,1,2591.58,2022-01-22 05:00:00,2539.7484,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-01-22 08:00:00,2022-01-22 07:00:00,2022-01-22 08:00:00,1,100.95,2022-01-22 09:00:00,98.931,stop_loss,-2.0,-2.3,0.33
UNIUSDT,2022-01-22 08:00:00,2022-01-22 07:00:00,2022-01-22 08:00:00,1,11.54,2022-01-22 09:00:00,11.309199999999999,stop_loss,-2.0,-2.3,0.33
LINKUSDT,2022-01-22 08:00:00,2022-01-22 07:00:00,2022-01-22 08:00:00,1,15.6,2022-01-22 09:00:00,15.288,stop_loss,-2.0,-2.3,0.66
ZECUSDT,2022-01-22 11:00:00,2022-01-22 10:00:00,2022-01-22 11:00:00,1,91.1,2022-01-22 16:00:00,89.27799999999999,stop_loss,-2.0,-2.3,0.33
AAVEUSDT,2022-01-22 17:00:00,2022-01-22 16:00:00,2022-01-22 17:00:00,1,144.2,2022-01-22 18:00:00,141.31599999999997,stop_loss,-2.0,-2.3,0.33
TRXUSDT,2022-01-22 20:00:00,2022-01-22 18:00:00,2022-01-22 20:00:00,2,0.05708,2022-01-23 14:00:00,0.0559384,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-01-24 11:00:00,2022-01-24 10:00:00,2022-01-24 11:00:00,1,83.94,2022-01-24 12:00:00,82.2612,stop_loss,-2.0,-2.3,0.33
BNBUSDT,2022-01-24 16:00:00,2022-01-24 15:00:00,2022-01-24 16:00:00,1,351.6,2022-01-24 18:00:00,363.51800000000003,take_profit,3.39,3.09,0.33
NEARUSDT,2022-01-24 16:00:00,2022-01-24 15:00:00,2022-01-24 16:00:00,1,10.046,2022-01-24 17:00:00,9.84508,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-02-03 11:00:00,2022-02-03 10:00:00,2022-02-03 11:00:00,1,97.43,2022-02-03 12:00:00,95.48140000000001,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-02-09 12:00:00,2022-02-09 05:00:00,2022-02-09 12:00:00,7,114.7,2022-02-10 02:00:00,112.406,stop_loss,-2.0,-2.3,0.33
XRPUSDT,2022-02-12 08:00:00,2022-02-12 06:00:00,2022-02-12 08:00:00,2,0.7722,2022-02-12 15:00:00,0.807836,take_profit,4.61,4.31,0.33
ZECUSDT,2022-02-12 09:00:00,2022-02-12 06:00:00,2022-02-12 09:00:00,3,118.0,2022-02-12 16:00:00,122.1772,take_profit,3.54,3.24,0.33
UNIUSDT,2022-02-12 16:00:00,2022-02-12 14:00:00,2022-02-12 16:00:00,2,10.83,2022-02-12 21:00:00,10.6134,stop_loss,-2.0,-2.3,0.34
AAVEUSDT,2022-02-12 16:00:00,2022-02-12 06:00:00,2022-02-12 16:00:00,10,166.8,2022-02-12 21:00:00,163.464,stop_loss,-2.0,-2.3,0.66
LINKUSDT,2022-02-13 08:00:00,2022-02-12 21:00:00,2022-02-13 08:00:00,11,16.27,2022-02-13 16:00:00,15.9446,stop_loss,-2.0,-2.3,0.33
NEARUSDT,2022-02-13 16:00:00,2022-02-12 21:00:00,2022-02-13 16:00:00,19,10.812,2022-02-13 17:00:00,10.595759999999999,stop_loss,-2.0,-2.3,0.33
SOLUSDT,2022-02-14 06:00:00,2022-02-14 02:00:00,2022-02-14 06:00:00,4,94.6,2022-02-14 09:00:00,92.708,stop_loss,-2.0,-2.3,0.33
ETHUSDT,2022-02-14 13:00:00,2022-02-14 01:00:00,2022-02-14 13:00:00,12,2937.16,2022-02-14 19:00:00,2878.4168,stop_loss,-2.0,-2.3,0.34
ADAUSDT,2022-02-15 00:00:00,2022-02-14 01:00:00,2022-02-15 00:00:00,23,1.055,2022-02-15 13:00:00,1.103852,take_profit,4.63,4.33,0.33
BNBUSDT,2022-02-15 01:00:00,2022-02-14 03:00:00,2022-02-15 01:00:00,22,413.7,2022-02-15 04:00:00,424.15479999999997,take_profit,2.53,2.23,0.33
SOLUSDT,2022-02-19 16:00:00,2022-02-19 11:00:00,2022-02-19 16:00:00,5,90.74,2022-02-20 03:00:00,88.92519999999999,stop_loss,-2.0,-2.3,0.66
UNIUSDT,2022-02-19 16:00:00,2022-02-19 13:00:00,2022-02-19 16:00:00,3,10.01,2022-02-20 02:00:00,9.8098,stop_loss,-2.0,-2.3,0.66
LINKUSDT,2022-02-21 01:00:00,2022-02-20 14:00:00,2022-02-21 01:00:00,11,15.17,2022-02-21 10:00:00,14.8666,stop_loss,-2.0,-2.3,0.33
ETHUSDT,2022-02-21 14:00:00,2022-02-21 13:00:00,2022-02-21 14:00:00,1,2700.84,2022-02-21 18:00:00,2646.8232000000003,stop_loss,-2.0,-2.3,0.33
BTCUSDT,2022-02-22 10:00:00,2022-02-22 03:00:00,2022-02-22 10:00:00,7,37707.21,2022-02-24 00:00:00,36953.0658,stop_loss,-2.0,-2.3,0.66
ZECUSDT,2022-02-22 21:00:00,2022-02-22 18:00:00,2022-02-22 21:00:00,3,100.7,2022-02-23 08:00:00,104.9008,take_profit,4.17,3.87,0.66
UNIUSDT,2022-02-24 13:00:00,2022-02-24 10:00:00,2022-02-24 13:00:00,3,7.88,2022-02-24 14:00:00,8.34728,take_profit,5.93,5.63,0.33
DOGEUSDT,2022-02-24 14:00:00,2022-02-24 11:00:00,2022-02-24 14:00:00,3,0.1161,2022-02-24 20:00:00,0.12381719999999999,take_profit,6.65,6.35,0.66
